Code,Label
8528499300,d'une diagonale excedant 22 pouces
8528520000,Aptes à être connectés directement à une machine automatique de traitement de l’information du n° 84.71 et conçus pour être utilisés avec celle-ci
8528591000,Collections destinees aux industries de montage
8528592000,Collections dites CKD
8528599100,d'une diagonale n’excedant pas 17 pouces
8528599200,d'une diagonale excedant 17 pouces mais  n’excedant pas 22 pouces
8528599300,d'une diagonale excedant 22 pouces
8528620000,Aptes à être connectés directement à une machine automatique de traitement de l’information du n° 84.71 et conçus pour être utilisés avec celle-ci
8528691000,En monochromes
8528692000,En couleurs
8528711000,Collections destinees aux industries de montage
8528712000,Collections dites CKD
8528719100,Recepteur d'emissions de television retransmises par satellite
8528719200,Carte tuner TV pour machines du N  84.71
8528719900,Autres
8528721000,Collections destinees aux industries de montage
8528722000,Collections dites CKD
8528729110,d'une diagonale n’excedant pas 14 pouces
8528729120,d'une diagonale excedant 14 pouces mais n’excedant pas 17 pouces
8528729130,d'une diagonale excedant 17 pouces et mais n’excedant pas 25 pouces
8528729140,d'une diagonale excedant 25 pouces mais n’excedant pas 29 pouces
8528729150,d'une diagonale excedant 29 pouces
8528729210,d'une diagonale n’excedant pas 9 pouces
8528729220,d'une diagonale excedant 09 pouces et mais n’excedant pas 19 pouces
8528729230,d'une diagonale excedant 19 pouces et mais n’excedant pas 22 pouces
8528729240,d'une diagonale excedant 22 pouces et mais n’excedant pas 32 pouces
8528729250,d'une diagonale excedant 32 pouces et mais n’excedant pas 42 pouces
8528729260,d'une diagonale excedant 42 pouces et mais n’excedant pas 52 pouces
8528729270,d'une diagonale excedant 52 pouces et mais n’excedant pas 55 pouces
8528729280,d'une diagonale excedant 55 pouces
8528729310,d'une diagonale n’excedant pas 42 pouces
8528729320,d'une diagonale excedant 42 pouces et mais n’excedant pas 50 pouces
8528729330,d'une diagonale excedant 50 pouces et mais n’excedant pas 60 pouces
8528729340,d'une diagonale excedant 60 pouces et mais n’excedant pas 65 pouces
8528729350,d'une diagonale excedant 65 pouces
8528729400,Avec un ecran a diodes emettrices de lumiere (LED)
8528729900,Autres
8528731000,Collections destinees aux industries de montage
8528732000,Collections dites CKD
8528739100,A tubes cathodiques (CRT)
8528739900,Autres
8529101000,Antennes de reception de signaux satellites
8529106100,Antennes telescopiques et antennes fouets pour appareils portatifs et appareils a installer dans les vehicules automobiles
8529106200,Antennesd'interieur pour recepteurs de radiodiffusion ou et de television
8529106900,Autres antennes
8529107100,"Reflecteursd'antennes de reception de signaux satellites, presentes isolement"
8529107900,Autres parties
8529901000,Meubles et coffrets
8529909110,Pour moniteurs
8529909120,Pour appareils recepteurs de television
8529909130,Pour projecteurs
8529909140,Pour appareils recepteurs pour la radiodiffusion
8529909150,Pour appareils du N  85.25
8529909160,Pour appareils du N  85.26
8529909210,Autres parties pour appareils récepteurs de télévision
8529909220,Autres parties pour moniteurs
8529909230,Autres parties pour appareils récepteurs pour la radiodiffusion
8529909290,Autres parties pour autres appareils
8530101000,Appareillage de signalisation ou de securite pour voies ferrees ou similaires 
8530102000,Appareillage de controle ou de commande pour voies ferrees ou similaire
8530109000,Autres appareils pour voies ferrees ou similaire
8530801000,Appareils electriques pour la commande des barrieres de passages a niveau
8530802000,Appareils pour installations portuaires ou aerodromes
8530803000,Feux pour reglementer la circulation routiere
8530809000,Autres appareils
8530901000,D'appareils pour voies ferrees ou similaires
8530909000,Autres
8531101100,Detecteur de fume a batterie
8531101200,Autres detecteur de fume
8531101900,Autres appareils avertisseurs d'incendie 
8531102000,"Avertisseurs electriques, pour la protection contre le vol"
8531103000,Détecteurs de gaz
8531109900,Autres
8531201000,Panneaux indicateurs incorporant des dispositifs a cristaux liquides (LCD)
8531202000,Panneaux indicateurs incorporant des dispositifs a diodes emettrices de lumiere (LED) 
8531800000,Autres appareils 
8531901000,Assemblages electroniques
8531909000,Autres 
8532100000,"Condensateurs fixes conçus pour les reseaux electriques de 50/60 Hz et capables d'absorber une puissance reactive egale ou superieure a 0,5 KVA (condensateurs de puissance)"
8532210000,Au tantale 
8532220000,Electrolytiques a l'aluminium
8532230000,"A dielectrique en ceramique, a une seule couche "
8532241000,En pastilles
8532242000,A sorties axiales
8532243000,A sorties radiales
8532249000,Autres
8532251000,"Elements de condensateurs fixes dielectriques, en papiers metallises ou en matieres plastiques metallises, devant servir a la fabrication de condensateurs de courant alternatif de 60 Hz, 200-600, pour la compensation du facteur de puissance"
8532259000,Autres
8532291000,Condensateurs fixes à diélectrique en verre
8532292000,Condensateurs fixes à diélectrique à gaz (condensateurs à gaz)
8532299000,Autres condensateurs fixes
8532300000,Condensateurs variables ou ajustables 
8532901000,Module et circuit electrique pour condensateur fixe
8532909000,Autres
8533100000,"Resistances fixes au carbone, agglomerees ou a couche "
8533210000,Pour une puissance n'excedant pas 20 W 
8533291000,Resistances de point neutre
8533299000,Autres
8533310000,Pour une puissance n'excedant pas 20 W 
8533391000,Resistances de point neutre
8533399100,Pour une puissance n'excedant pas 20 W
8533399900,Autres
8533401000,Varistancesd'oxyde de metal
8533402000,Potentiometres et rheostats
8533403000,Resistances de point neutre
8533409100,Pour une puissance n'excedant pas 20 W
8533409900,Autres 
8533900000,Parties
8534001100,"Ayant une base en verre, avec au moins 3 epaisseurs de materiaux conductibles"
8534001200,"Ayant une base en verre, avec moins de 3 epaisseurs de materiaux conductibles"
8534001900,Autres circuits imprimés imprégnés de plastique
8534009100,Ayant une base en ceramique
8534009200,Ayant une base en papier
8534009900,Autres circuits imprimés
8535101000,"Fusibles, pour une tension excedant 1000 volts"
8535102000,Coupe-circuits a fusibles pour une tension excedant 1000 volts
8535210000,"Pour une tension inferieure a 72,5 kV "
8535291000,Disjoncteurs a baind'huile ou a jetd'air
8535292000,Disjoncteursd'alternateur
8535299000,Autres
8535301110,A couteau
8535301120,De terre
8535301190,Autres
8535301210,A couteau
8535301220,De terre
8535301290,"Autres sectionneurs pour une tension excédant 5,5 kV"
8535302100,A couteau
8535302900,Autres interrupteurs
8535401000,Parafoudres
8535402000,Limiteurs de tension et parasurtenseurs 
8535901000,"Dispositifs de raccordement, de branchement ou de connexion des cables et boîtes de jonction"
8535902000,Commutateurs de commande industriels
8535903000,"Bornes, raccords electriques et coupleurs electriques"
8535904000,Autres connecteurs
8535909000,Autres
8536101000,Fusibles
8536102000,Coupe-circuit a fusibles 
8536201000,D'une puissance inferieure a 45 A
8536202000,D'une puissance superieure a 45 A
8536301000,Coupe-circuit automatique
8536302100,Dispositifs de protection contre les surcharges devant servir a la fabrication de machines etd'appareils pour le conditionnement de l’air
8536302200,"Protecteurs contre les surcharges de moteur, a l’exclusion de ceux devant servir a la fabrication de machines et appareils pour le conditionnement de l’air"
8536302900,Autres appareils et dispositifs protecteurs
8536411000,D'une puissance inferieure a 40 A
8536412000,D'une puissance superieure a 40 A
8536491100,D'une puissance inferieure a 30 A
8536491900,Autres
8536499000,Autres relais pour une tension excédant 60 V
8536501100,"Interrupteurs electromecaniques a action instantanee, pour tension n’excedant pas 11 amperes"
8536501200,"Interrupteurs electroniques, y compris interrupteurs electroniques thermoprotegescomposesd'un transistor etd'une puce logique (technologie interpuces)"
8536501300,Interrupteurs electroniques a courant alternatif composes de circuitsd'entree et de sortie a coupleur optique
8536501400,Interrupteur thyristors isoles a courant alternatif
8536501500,Autres interrupteurs
8536501600,Sectionneurs
8536503000,Commutateurs
8536611000,En porcelaine
8536619000,Autres
8536691100,Prises de courants (prise femelle) pour raccords coaxiaux
8536691200,Prises de courants (prise femelle)  pour circuits imprimes
8536691300,Prises de courants (prise femelle) des types murales pour batiments
8536691900,Autres prises de courants (prise femelle)
8536699100,Fiches ou prises males pour raccords coaxiaux
8536699200,Fiches ou prises males pour circuits imprimes
8536699300,Fiches ou prises males des types murales pour batiments
8536699900,Autres fiches ou prises males
8536701000,En cuivre
8536702000,En ceramique
8536703000,En plastique
8536709000,En autres matieres
8536901000,Contacteurs d'une puissance inferieure a 40 A
8536902000,Barrettes
8536903000,Boitiers d'encastrement
8536904000,Connexions et éléments de contact pour fils et câbles
8536905000,Connecteurs pour piles ou batteries
8536909000,Autres appareillage pour la connexion des circuits électriques
8537101100,Pour la commande de machines-outils
8537101900,Autres armoires de commande numérique
8537102100,Pour vehicules automobiles
8537102200,Pour machines et appareils
8537102900,Autres
8537103100,"Systemes de commande industrielle automatisee, a l’exclusion des tableaux pour dispositifs de formaged'anodes"
8537103200,Tableaux et panneaux de distribution
8537103300,Controleurs programmables
8537103400,"Autres, devant servir avec les machines a imprimer"
8537103900,"Autres, devant servir avec d'autres machines ou appareils"
8537104000,Appareils de commande tactile ou numérique
8537109000,Autres appareils de commande ou de distribution électrique
8537201100,Mecanismes de commutation et tableau de controle
8537201900,Autres
8537202100,Mecanismes de commutation et tableau de controle
8537202900,Autres
8538100000,"Tableaux, panneaux, consoles, pupitres, armoires et autres supports du N 85.37, depourvus de leurs appareils"
8538901000,Parties pour disjoncteurs
8538909100,Assemblages electroniques
8538909900,"Autres parties destinées aux appareils des n°85.35, 85.36 ou 85.37"
8539101000,Pour vehicules automobiles du Chapitre 87
8539109000,Autres
8539211000,Des types utilises pour motocycles ou autres vehicules automobiles
8539219100,D'une tension excedant 100 V
8539219200,D'une tension n'excedant pas  100 V
8539221000,Lampes a reflecteurs
8539222000,Lampes globes
8539223000,Lampes candelabre
8539229100,Lampes d'une puissance inferieure a 40 watts
8539229200,Lampes d'une puissance egale ou superieure a 40 watts mais n’excedant pas 100 watts
8539229900,Autres
8539291000,Des types utilises pour motocycles ou autres vehicules automobiles
8539299100,D'une tension excedant 100 V
8539299200,D'une tension n'excedant pas 100 V
8539311000,A un culot (lampes fluorescentes compactes)
8539312100,d'une longueur n’excedant pas 60 cm
8539312200,d'une longueur excedant 60 cm mais n’excedant pas 120 cm
8539312900,Autres
8539319000,Autres 
8539321000,Lampes a vapeur de mercure
8539322000,Lampes a sodium
8539323000,Lampes a halogenure metallique
8539391000,Lampes et tubes a xenon
8539399000,Autres
8539410000,Lampes a arc 
8539491000,Lampes et tubes a rayons infrarouges
8539492000,Lampes et tubes a rayons ultraviolets
8539510000,Modules à diodes émettrices de lumière (LED)
8539520000,Lampes et tubes à diodes émettrices de lumière (LED)
8539901000,electrodes
8539902000,Culots
8539909000,Autres parties
8540110000,En couleurs 
8540120000,En  monochromes 
8540201100,En couleurs
8540201200,En monochromes
8540202000,Tubes convertisseurs ou intensificateursd'images
8540203000,Autres tubes a photocathode
8540401000,Tubes de visualisation des donnees graphiques en  monochromes 
8540402000,"Tube de visualisation des donnees graphiques, en couleur avec un ecran phosphorique d'espacement a points inferieur a 0,4 mm "
8540600000,Autres tubes cathodiques 
8540710000,Magnetrons
8540790000,Autres
8540810000,Tubes de reception ou d'amplification
8540890000,Autres 
8540910000,De tubes cathodiques 
8540990000,Autres
8541101000,Diodesd'une intensite nominale de plus de 510 A en moyenne 
8541102000,Diodesd'une intensited'au plus de 1 A etd'une tensiond'au moins 1KV
8541103000,"Diodes sous forme deuces, de rondelles ou de tranches, non montees"
8541104000,Diodes zener
8541105000,"Autres diodes avec un courant maximal n’excedant pas 0,5 A"
8541109000,Autres
8541210000,A pouvoir de dissipation inferieur a 1 W 
8541290000,Autres 
8541300000,"Thyristors, diacs et triacs, autres que les dispositifs photosensibles "
8541410000,Diodes émettrices de lumière (LED)
8541420000,Cellules photovoltaïques non assemblées en modules ni constituées en panneaux
8541431000,Collections dites CKD
8541432000,Collections destinées aux industries de montage
8541439100,Cellules photovoltaïques assemblées en modules
8541439200,Cellules photovoltaïques constituées en panneaux
8541490000,Autres
8541510000,Transducteurs à semi-conducteur
8541590000,Autres
8541601000,"A quartz, designes pour operer a des frequences n’excedant pas 20 MHz"
8541602000,"A quartz, designes pour operer a des frequences excedant 20 MHz"
8541609000,Autres cristaux piézo-électriques montés
8541900000,Parties 
8542310000,"Processeurs et controleurs, meme combines avec des memoires, des convertisseurs, des circuits logiques, des amplificateurs, des horloges, des circuits de synchronisation ou d'autres circuits "
8542320000,Memoires 
8542330000,Amplificateurs 
8542391000,Circuits de commande
8542399000,Autres circuits intégrés électroniques
8542900000,Parties 
8543100000,Accelerateurs de particules
8543201000,Brouilleurs de telephones portables
8543209000,Autres
8543300000,"Machines et appareils de galvanoplastie, electrolyse ou electrophorese "
8543400000,Cigarettes électroniques et dispositifs de vaporisation électriques personnels similaires
8543701000,Amplificateurs de radiofrequence
8543702000,Appareils a electrocuter les insectes
8543703000,Transcodeurs ou convertisseurs de normes de television
8543705000,Transformateur-abaisseur a faible niveau de bruit pour antennes de reception de signaux par satellite (tete parabolique LNB)
8543706000,Detecteurs de mines y compris les appareils pour localiser des canalisations enterrees
8543707000,"Telecommande a rayons infrarouges pour la commande a distance des recepteurs de television, magnetoscopes ou autres appareils electriques"
8543708000,Capteurs de proximité
8543709000,Autres machines et appareils électriques ayant une fonction propre
8543901000,Assemblages electroniques
8543909000,Autres
8544111000,"De section ronde comprise entre 0,55m/m et 1,18 m/m"
8544119000,Fils pour bobinages autrement présentés
8544191000,"De section ronde comprise entre 0,55 m/m et 1,18 m/m"
8544199000,Autres
8544201000,Cables coaxiaux pour usage telephonique
8544202000,Cables coaxiaux pour recepteur de television
8544203000,Cables coaxiaux  des types utilises dans les installations video-surveillance
8544209000,Autres
8544301000,Jeux de fils pour bougies d'allumage
8544302000,Autres jeux de fils des types utilises dans les moyens de transport 
8544421100,Pour la telephonie
8544421200,Pour l’electricite
8544421900,Pour autres usages
8544422100,Pour la telephonie
8544422200,Pour l’electricite
8544422900,Pour autres usages
8544491000,Pour la telephonie ou reseaux
8544492100,"En cuivre blindes,d'une tension excedant 600V"
8544492200,"En cuivre non blindes,d'une tension excedant 600 V"
8544492300,"Autres, blindes"
8544492400,"Autres, non blindes"
8544499000,Pour autres usages
8544601100,Bandes et tresses
8544601200,"Cables, fils et autres conducteurs"
8544609100,Bandes et tresses
8544609200,"Cables, fils et autres conducteurs"
8544701000,A revetement exterieur en materiau dielectrique
8544702000,Pour l’installation sous-marine (cable sous-marin)
8544703000,A revetement exterieur en aluminium
8544709000,Autres cables de fibres optiques 
8545110000,Des types utilises pour fours 
8545191000,Electrodes de soudage
8545199000,Autres
8545200000,Balais
8545901000,Charbons lampes ou pour piles
8545902000,Resistances chauffantes
8545909000,Autres
8546101000,Des types utilises pour la transmission de l'energie electrique
8546109000,Autres
8546201000,Des types utilises pour la transmission de l'energie electrique
8546209000,Autres
8546901100,Des types utilises pour la transmission de l'energie electrique
8546901900,Autres
8546909100,Des types utilises pour la transmission de l'energie electrique
8546909900,Autres
8547100000,Pieces isolantes en ceramique
8547201000,"Obturateurs pour condensateurs, comportant des ouvertures pour terminaux"
8547209000,autres
8547901000,Tubes pour conduits
8547902000,Pieces de raccordement filetees
8547903000,Autres pieces isolantes
8547909000,Autres
8548000000,"Parties électriques de machines ou d’appareils, non dénommées ni comprises ailleurs dans le présent Chapitre"
8601100000,A source exterieure d'electricite 
8601200000,A accumulateurs electriques 
8602100000,Locomotives diesel-electriques 
8602901000,Locomotives diesel-hydrauliques
8602902000,Locomotives diesel-mecaniques
8602903000,Locomotives a vapeur
8602904000,Tenders
8602909000,Autres
8603101000,Voitures motrices de tramways
8603102000,Autres
8603901000,A moteur diesel
8603902000,A moteur autre que diesel
8603903000,Fonctionnant a l'aide d'une batterie d'accumulateurs
8603909000,Autres
8604001000,Wagons-ateliers pour voies ferrees ou similaires
8604002000,Wagons-grues pour voies ferrees ou similaires
8604003000,"Wagons equipes de bourreuses a ballast, aligneuses pour voies ferrees ou similaires"
8604004000,Voitures d'essais et draisines pour voies ferrees ou similaires
8604005000,Chasse-neige pour voies ferrees ou similaires
8604009000,Autres
8605001000,Voitures a voyageurs pour voies ferrees ou similaires
8605002000,Remorques pour tramways
8605003000,Voitures pour le transport des ouvriers dans les galeries de mines
8605009000,Autres
8606101000,Isothermes
8606102000,Non isothermes
8606300000,"Wagons a dechargement automatique, autres que ceux du N  8606.10"
8606911000,Wagons pour le transport des cerealiers
8606912000,Wagons pour le transport des produits petroliers
8606913000,Wagons pour le transport des produits chimiques
8606919000,Autres  
8606920000,"Ouverts, a parois non amovibles d'une hauteur excedant 60 cm (tombereaux) "
8606991000,Wagons a plate-forme pour le transport de materiel lourd
8606992000,Autres wagons ouverts 
8606999000,Autres
8607110000,Bogies et bissels de traction
8607120000,Autres bogies et bissels
8607191000,Essieux
8607192000,"Roues, avec ou sans essieux"
8607193000,Parties d'essieux ou de roues
8607194000,Parties de bogies ou bissels 
8607210000,Freins a air comprime et leurs parties 
8607290000,Autres 
8607300000,"Crochets et autres systemesd'attelage, tampons de chocs, et leurs parties "
8607911000,Boîtes d'essieux et leurs parties
8607912000,Chassis et leurs parties
8607913000,Caisses et leurs parties
8607919000,Autres parties de locomotives ou de locotracteurs
8607991000,Boîtes d'essieux et leurs parties
8607992000,Chassis et leurs parties
8607993000,Caisses et leurs parties
8607999000,Autres parties de véhicules pour voies ferrées ou similaires autres que de locomotives ou de locotracteurs
8608001000,Materiel fixe de voies ferrees et similaires
8608002100,Des types utilises pour les voies ferrees ou similaires
8608002200,Des types utilises pour les voies routieres ou fluviales
8608002300,"Des types utilises pour les aires ou parcs de stationnement, installations portuaires ou aerodromes"
8608005000,Parties
8609001000,Conteneurs des types utilises pour le transport des matieres radioactives
8609002000,Conteneurs isothermes (frigorifiques) pour denrees ou marchandises perissables
8609003000,Conteneurs ouverts conçus pour transport de marchandises en vrac
8609004000,Conteneurs-citernes et conteneurs-reservoirs pour le transport des liquides ou des gaz
8609009100,Conteneurs 20  pieds
8609009200,Conteneurs 40  pieds
8609009900,Autres 
8701101000,Collections destinees aux industries de montage
8701109100,Motoculteurs a moteur a diesel ou semi diesel
8701109200,Motoculteurs a moteur essence
8701109900,Autres motoculteurs
8701211000,Collections destinées aux industries de montage
8701219100,"Tracteurs routiers pour semi-remorques, à moteur diesel, de type 4x2 ou 4x4"
8701219200,"Tracteurs routiers pour semi-remorques, à moteur diesel, de type 6x2, 6x4 ou 6x6"
8701219300,"Tracteurs routiers pour semi-remorques, à moteur diesel, de type 8x2, 8x4, 8x6 ou 8x8"
8701219900,"Autres types de tracteurs routiers pour semi-remorques, à moteur diesel"
8701221000,Collections destinées aux industries de montage
8701229000,Autres
8701231000,Collections destinées aux industries de montage
8701239000,Autres
8701241000,Collections destinées aux industries de montage
8701249000,Autres
8701291000,Collections destinées aux industries de montage
8701299000,Autres
8701301000,Collections destinees aux industries de montage
8701309110,A moteur diesel ou semi diesel
8701309120,A moteur essence
8701309190,Autres
8701309910,A moteur diesel ou semi diesel
8701309920,A moteur essence
8701309990,Autres tracteurs à chenilles
8701911000,Collections destinées aux industries De montage (Tracteurs pneumatiques)
8701919110,A moteur diesel ou semi diesel
8701919120,A moteur essence
8701919190,Autres
8701919910,A moteur diesel ou semi diesel
8701919920,A moteur essence
8701919990,Autres
8701921000,Collections destinées aux industries De montage (Tracteurs pneumatiques)
8701929110,A moteur diesel ou semi diesel
8701929120,A moteur essence
8701929190,Autres
8701929910,A moteur diesel ou semi diesel
8701929920,A moteur essence
8701929990,Autres
8701931000,Collections destinées aux industries De montage (Tracteurs pneumatiques)
8701939110,A moteur diesel ou semi diesel
8701939120,A moteur essence
8701939190,Autres
8701939910,A moteur diesel ou semi diesel
8701939920,A moteur essence
8701939990,Autres
8701941000,Collections destinées aux industries De montage (Tracteurs pneumatiques)
8701949110,A moteur diesel ou semi diesel
8701949120,A moteur essence
8701949190,Autres
8701949910,A moteur diesel ou semi diesel
8701949920,A moteur essence
8701949990,Autres
8701951000,Collections destinées aux industries De montage (Tracteurs pneumatiques)
8701959110,A moteur diesel ou semi diesel
8701959120,A moteur essence
8701959190,Autres
8701959910,A moteur diesel ou semi diesel
8701959920,A moteur essence
8701959990,Autres
8702101000,Collections destinees aux industries de montage
8702109110,Blindes
8702109190,Autres
8702109210,Blindes
8702109290,Autres
8702109310,Blindes
8702109390,Autres
8702201000,Collections destinées aux industries de montage
8702209110,Blindés
8702209190,Autres
8702209210,Blindés
8702209290,Autres
8702209310,Blindés
8702209390,Autres
8702301000,Collections destinées aux industries de montage
8702309110,Blindés
8702309190,Autres
8702309210,Blindés
8702309290,Autres
8702309310,Blindés
8702309390,Autres
8702401000,Collections destinées aux industries de montage
8702409110,Blindés
8702409190,Autres
8702409210,Blindés
8702409290,Autres
8702409310,Blindés
8702409390,Autres
8702901000,Collections destinees aux industries de montage
8702909110,Blindes
8702909190,Autres
8702909210,Blindes
8702909290,Autres
8702909310,Blindes
8702909390,Autres
8703101100,A moteur electrique
8703101200,A moteur a moteur a piston alternatif a allumage par etincelles
8703101300,"A moteur a piston, a allumage par compression (diesel ou semi-diesel)"
8703101900,Autres
8703102100,A moteur electrique
8703102200,A moteur a moteur a piston alternatif a allumage par etincelles
8703102300,"A moteur a piston, a allumage par compression (diesel ou semi-diesel)"
8703102900,Autres
8703211000,Collections destinees aux industries de montage
8703219100,Blindes
8703219910,Vehicules tous terrains
8703219920,"Vehicules de transport specialise (ambulance, etc.)"
8703219930,Vehicules a trois roues
8703219940,Engins dits quads avec dispositif de marche arriere et direction commandee par un guidon
8703219990,Autres
8703221000,Collections destinees aux industries de montage
8703229110,Blindes
8703229190,Autres
8703229200,"Vehicules de transport specialise (ambulance, etc..)"
8703229910,Blindes
8703229990,Autres 
8703231100,D'une cylindree excedant 1500 cm3 mais n'excedant pas 1800 cm3
8703231200,D'une cylindree excedant 1800 cm3 mais n'excedant pas 3000 cm3
8703239100,"Vehicules de transport specialise (ambulance, etc...)"
8703239211,Blindes
8703239219,Autres
8703239221,Blindes
8703239229,Autres
8703239231,Blindes
8703239239,Autres
8703239310,D'une cylindree excedant 1500 cm3 mais n'excedant pas 1800 cm3
8703239320,D'une cylindree excedant 1800 cm3 mais n'excedant pas 2000 cm3
8703239330,D'une cylindree excedant 2000 cm3 mais n'excedant pas 3000 cm3
8703239411,Blindes
8703239419,Autres
8703239421,Blindes
8703239429,Autres
8703239431,Blindes
8703239439,Autres
8703241000,Collection destinees aux industries de montage
8703249110,Blindes
8703249190,Autres 
8703249200,"Vehicules de transport specialise (ambulance, etc...)"
8703249910,Blindes
8703249991,Vehicules de camping (caravanes automotrices)
8703249999,Autres
8703311000,Collections destinees aux industries de montage
8703319110,Blindes
8703319190,Autres 
8703319200,"Vehicules de transport specialise (ambulance, etc...)"
8703319910,Blindes
8703319991,Vehicules de camping (caravanes automotrices)
8703319999,Autres
8703321000,Collections destinees aux industries de montage
8703329110,Blindes
8703329190,Autres 
8703329200,"Vehicules de transport specialise (ambulance, etc...)"
8703329310,D'une cylindree excedant 1500 cm3mais n'excedant pas 2100 cm3 
8703329390,D'une cylindree excedant 2100 cm3mais n'excedant pas 2500 cm3 
8703329911,Blindes
8703329919,Autres 
8703329921,Blindes
8703329929,Autres 
8703331000,Collections destinees aux industries de montage
8703339110,Blindes
8703339190,Autres 
8703339200,"Vehicules de transport specialise (ambulance, etc...)"
8703339910,Blindes
8703339991,Vehicules de camping (caravanes automotrices)
8703339999,Autres
8703401100,Collections destinées aux industries de montage
8703401910,Blindés
8703401991,Véhicules tous terrains
8703401992,"Véhicules de transport spécialisé (ambulance, etc.)"
8703401993,Véhicules à trois roues
8703401994,Engins dits quads avec dispositif de marche arrière et direction commandée par un guidon
8703401999,Autres
8703402100,Collections destinées aux industries de montage
8703402911,Blindés
8703402919,Autres
8703402920,"Véhicules de transport spécialisé (ambulance, etc..)"
8703402991,Blindés
8703402999,Autres 
8703403110,D'une cylindrée excédant 1500 cm3 mais n'excédant pas 1800 cm3
8703403120,D'une cylindrée excédant 1800 cm3 mais n'excédant pas 3000 cm3
8703403910,"Véhicules de transport spécialisé (ambulance, etc...)"
8703403921,Blindés
8703403929,Autres
8703403931,Blindés
8703403939,Autres
8703403941,Blindés
8703403949,Autres
8703403951,D'une cylindrée excédant 1500 cm3 mais n'excédant pas 1800 cm3
8703403952,D'une cylindrée excédant 1800 cm3 mais n'excédant pas 2000 cm3
8703403953,D'une cylindrée excédant 2000 cm3 mais n'excédant pas 3000 cm3
8703403961,Blindés
8703403969,Autres
8703403971,Blindés
8703403979,Autres
8703403981,Blindés
8703403989,Autres
8703404100,Collection destinées aux industries de montage
8703404911,Blindés
8703404919,Autres 
8703404920,"Véhicules de transport spécialisé (ambulance, etc...)"
8703404930,Véhicules de camping (caravanes automotrices)
8703404991,Blindés
8703404999,Autres
8703501100,Collections destinées aux industries de montage
8703501911,Blindés
8703501919,Autres 
8703501920,"Véhicules de transport spécialisé (ambulance, etc...)"
8703501930,Véhicules de camping (caravanes automotrices)
8703501991,Blindés
8703501999,Autres 
8703502100,Collections destinées aux industries de montage
8703502911,Blindés
8703502919,Autres 
8703502920,"Véhicules de transport spécialisé (ambulance, etc...)"
8703502931,D'une cylindrée excédant 1500 cm3mais n'excédant pas 2100 cm3 
8703502932,D'une cylindrée excédant 2100 cm3 mais n'excédant pas 2500 cm3 
8703502941,Blindés
8703502949,Autres 
8703502951,Blindés
8703502959,Autres 
8703503100,Collections destinées aux industries de montage
8703503911,Blindés
8703503919,Autres 
8703503920,"Véhicules de transport spécialisé (ambulance, etc...)"
8703503930,Véhicules de camping (caravanes automotrices)
8703503991,Blindés
8703503999,Autres 
8703601100,Collections destinées aux industries de montage
8703601910,Blindés
8703601991,Véhicules tous terrains
8703601992,"Véhicules de transport spécialisé (ambulance, etc.)"
8703601993,Véhicules à trois roues
8703601994,Engins dits quads avec dispositif de marche arrière et direction commandée par un guidon
8703601999,Autres
8703602100,Collections destinées aux industries de montage
8703602911,Blindés
8703602919,Autres
8703602920,"Véhicules de transport spécialisé (ambulance, etc..)"
8703602991,Blindés
8703602999,Autres 
8703603110,D'une cylindrée excédant 1500 cm3 mais n'excédant pas 1800 cm3
8703603120,D'une cylindrée excédant 1800 cm3 mais n'excédant pas 3000 cm3
8703603910,"Véhicules de transport spécialisé (ambulance, etc...)"
8703603921,Blindés
8703603929,Autres
8703603931,Blindés
8703603939,Autres
8703603941,Blindés
8703603949,Autres
8703603951,D'une cylindrée excédant 1500 cm3 mais n'excédant pas 1800 cm3
8703603952,D'une cylindrée excédant 1800 cm3 mais n'excédant pas 2000 cm3
8703603953,D'une cylindrée excédant 2000 cm3 mais n'excédant pas 3000 cm3
8703603961,Blindés
8703603969,Autres
8703603971,Blindés
8703603979,Autres
8703603981,Blindés
8703603989,Autres
8703604100,Collection destinées aux industries de montage
8703604911,Blindés
8703604919,Autres
8703604920,"Véhicules de transport spécialisé (ambulance, etc...)"
8703604930,Véhicules de camping (caravanes automotrices)
8703604991,Blindés
8703604999,Autres
8703701100,Collections destinées aux industries de montage
8703701911,Blindés
8703701919,Autres
8703701920,"Véhicules de transport spécialisé (ambulance, etc...)"
8703701930,Véhicules de camping (caravanes automotrices)
8703701991,Blindés
8703701999,Autres 
8703702100,Collections destinées aux industries de montage
8703702911,Blindés
8703702919,Autres 
8703702920,"Véhicules de transport spécialisé (ambulance, etc...)"
8703702931,D'une cylindrée excédant 1500 cm3mais n'excédant pas 2100 cm3 
8703702932,D'une cylindrée excédant 2100 cm3 mais n'excédant pas 2500 cm3 
8703702941,Blindés
8703702949,Autres 
8703702951,Blindés
8703702959,Autres 
8703703100,Collections destinées aux industries de montage
8703703911,Blindés
8703703919,Autres 
8703703920,"Véhicules de transport spécialisé (ambulance, etc...)"
8703703930,Véhicules de camping (caravanes automotrices)
8703703991,Blindés
8703703999,Autres 
8703801000,Blindés
8703809000,Autres
8703901000,Blindes
8703909000,Autres 
8704101100,A moteur a piston a allumage par etincelles
8704101200,"A moteur a piston, a allumage par compression (diesel ou semi-diesel)"
8704101900,Autres
8704109100,A moteur a piston a allumage par etincelles
8704109200,"A moteur a piston, a allumage par compression (diesel ou semi-diesel)"
8704109900,Autres
